,Listing Title,Price,Bedroom,Bath,Area,Condominium Name,City,Link
169,Garden Towers – 1 Bedroom with Parking for Rent ( 2 Units Available),90000.0,1.0,1.0,69.0,Garden Towers,Makati,['https://www.lamudi.com.ph/garden-towers-1-bedroom-with-parking-for-rent-2-units-available.html']
171,For Lease 2 Bedroom in Three Salcedo Place Makati ,120000.0,2.0,2.0,169.0,Three Salcedo Place,Makati,['https://www.lamudi.com.ph/for-lease-2-bedroom-in-three-salcedo-place-makati-1.html']
172,One Legaspi Park Condo for Lease Two Bedroom Unit Legazpi Village Makati,75000.0,2.0,2.0,96.0,One Legazpi Park,Makati,['https://www.lamudi.com.ph/one-legaspi-park-condo-for-lease-two-bedroom-unit-legazpi-village-makati.html']
174,"1Br Condo at Jazz Residences For Rent, 32 sqm, 24k",24000.0,1.0,1.0,32.0,Jazz Residences,Makati,['https://www.lamudi.com.ph/1br-condo-at-jazz-residences-for-rent-32-sqm-24k.html']
175,For Rent 3BR Legaspi Vill With Parking Fully furnished near Greenbelt Mall,85000.0,2.0,3.0,130.0,The Biltmore,Makati,['https://www.lamudi.com.ph/for-rent-3br-legaspi-vill-with-parking-fully-furnished-near-greenbelt-mall.html']
176,Studio Unit for Lease at Westgate Plaza Makati City,20000.0,1.0,1.0,32.0,Westgate Plaza,Makati,['https://www.lamudi.com.ph/studio-unit-for-lease-at-westgate-plaza-makati-city.html']
177,"For Lease: Fully Furnished 1 Bedroom unit in Senta, San Lorenzo Makati",60000.0,1.0,1.0,62.0,Senta,Makati,['https://www.lamudi.com.ph/for-lease-fully-furnished-1-bedroom-unit-in-senta-san-lorenzo-makati.html']
178,2 Bedroom Condominium at Cattleya Gardens,75000.0,2.0,2.0,118.34,Cattleya Gardens,Makati,['https://www.lamudi.com.ph/2-bedroom-condominium-at-cattleya-gardens.html']
179,2 Bedroom Edades Rockwell,140000.0,2.0,2.0,130.0,Edades Tower and Garden Villas,Makati,['https://www.lamudi.com.ph/2-bedroom-edades-rockwell-1.html']
181,"3 Bedroom, Heart Tower Makati For Rent",95000.0,3.0,2.0,130.0,Heart Tower,Makati,['https://www.lamudi.com.ph/3-bedroom-heart-tower-makati-for-rent.html']
183,Studio For Rent at Makati,30000.0,1.0,1.0,35.0,The Grand Midori Makati,Makati,['https://www.lamudi.com.ph/studio-for-rent-at-makati.html']
184,For Rent 1-Br Makati Circuit,50000.0,1.0,1.0,54.0,Solstice at Circuit Makati,Makati,['https://www.lamudi.com.ph/for-rent-1-br-makati-circuit.html']
185,"For Lease: 2 Bedroom Unit in Edades Garden Villas, Rockwell Center, Makati",160000.0,2.0,2.0,143.0,Edades Tower and Garden Villas,Makati,['https://www.lamudi.com.ph/for-lease-2-bedroom-unit-in-edades-garden-villas-rockwell-center-makati-1.html']
187,Studio for rent at Prince Plaza II Makati,25000.0,1.0,1.0,33.0,Prince Plaza II,Makati,['https://www.lamudi.com.ph/studio-for-rent-at-prince-plaza-ii-makati.html']
188,"Park Terraces 2BR Condo Rent Ayala Center, Makati",160000.0,2.0,3.0,140.0,Park Terraces,Makati,['https://www.lamudi.com.ph/park-terraces-2br-condo-rent-ayala-center-makati.html']
189,"For Lease: Fully Furnished 2BR Unit (2203) in Tiffany Place, Makati",125000.0,2.0,2.0,170.0,Tiffany Place,Makati,['https://www.lamudi.com.ph/for-lease-fully-furnished-2br-unit-2203-in-tiffany-place-makati.html']
192,Avida Towers San Lorenzo - (4th Floor) 1 Bedroom for Rent in Pio Del Pilar,24000.0,1.0,1.0,33.0,Avida Towers San Lorenzo,Makati,['https://www.lamudi.com.ph/avida-towers-san-lorenzo-4th-floor-1-bedroom-for-rent-in-pio-del-pilar.html']
193,"For Lease: Fully Furnished 3BR Unit in Park Terraces, Makati - 220sqm",265000.0,3.0,3.0,220.0,Park Terraces,Makati,['https://www.lamudi.com.ph/for-lease-fully-furnished-3br-unit-in-park-terraces-makati-220sqm.html']
194,"Fully Furnished Studio Unit For Rent at Paseo de Roces, Makati",28000.0,1.0,1.0,25.5,Paseo de Roces,Makati,['https://www.lamudi.com.ph/fully-furnished-studio-unit-for-rent-at-paseo-de-roces-makati-2.html']
195,Brand New Studio Unit for Rent infront of Mapua Institute Makati,15000.0,1.0,1.0,,Milagros Residences,Makati,['https://www.lamudi.com.ph/brand-new-studio-unit-for-rent-infront-of-mapua-institute-makati.html']
197,Westgate Plaza Studio Unit for Lease at Westgate Plaza Makati City,20000.0,1.0,1.0,32.0,Westgate Plaza,Makati,['https://www.lamudi.com.ph/westgate-plaza-studio-unit-for-lease-at-westgate-plaza-makati-city.html']
198,For Rent: Westgate Plaza Studio Unit at Westgate Plaza Makati City,20000.0,1.0,1.0,32.0,Westgate Plaza,Makati,['https://www.lamudi.com.ph/for-rent-westgate-plaza-studio-unit-at-westgate-plaza-makati-city.html']
200,For Rent! Fully Furnished 1-Bedroom Unit In The Belton Place For 45k,45000.0,1.0,1.0,37.0,Belton Place,Makati,['https://www.lamudi.com.ph/for-rent-fully-furnished-1-bedroom-unit-in-the-belton-place-for-45k.html']
201,"For Rent Fully Furnished 1 Bedroom in Three Central, Makati City",40000.0,1.0,1.0,47.0,Three Central,Makati,['https://www.lamudi.com.ph/for-rent-fully-furnished-1-bedroom-in-three-central-makati-city.html']
202,Knightsbridge 1 Bedroom for Rent in Makati,50000.0,1.0,1.0,54.0,Knightsbridge Residences,Makati,['https://www.lamudi.com.ph/knightsbridge-1-bedroom-for-rent-in-makati.html']
203,For Lease 1 Bedroom Loft in One Rockwell West Makati ,65000.0,1.0,1.0,66.0,One Rockwell West,Makati,['https://www.lamudi.com.ph/for-lease-1-bedroom-loft-in-one-rockwell-west-makati-3.html']
204,One Central Makati 1-Bedroom Unit for Lease,39000.0,1.0,2.0,48.0,One Central,Makati,['https://www.lamudi.com.ph/one-central-makati-1-bedroom-unit-for-lease.html']
205,3BR Condo for Rent TRAG The Residences at Greenbelt Makati,190000.0,3.0,3.0,186.0,The Residences at Greenbelt,Makati,['https://www.lamudi.com.ph/3br-condo-for-rent-trag-the-residences-at-greenbelt-makati.html']
206,FOR RENT! 40k Fully Furnished Studio Unit with Balcony in Paseo Parkview Suites,40000.0,1.0,1.0,25.0,Paseo Parkview Suites,Makati,['https://www.lamudi.com.ph/for-rent-40k-fully-furnished-studio-unit-with-balcony-in-paseo-parkview-suites.html']
207,Fully furnished 1 Bedroom Unit for Lease in Edades Tower,78000.0,1.0,1.0,67.0,Edades Tower and Garden Villas,Makati,['https://www.lamudi.com.ph/fully-furnished-1-bedroom-unit-for-lease-in-edades-tower.html']
208,"Newly Renovated 2 BR Manansala Unit for Rent at Rockwell, Makati City",80000.0,2.0,2.0,99.0,The Manansala,Makati,['https://www.lamudi.com.ph/newly-renovated-2-br-manansala-unit-for-rent-at-rockwell-makati-city.html']
210,"For Rent:  1-BR + 1 flex room, Park Terraces in Makati (P80k)",80000.0,1.0,1.0,84.0,Park Terraces,Makati,['https://www.lamudi.com.ph/for-rent-1-br-1-flex-room-park-terraces-in-makati-p80k.html']
211,A Fully Furnished Studio Unit in The Beacon Makati FOR LEASE!,28000.0,1.0,1.0,21.0,The Beacon,Makati,['https://www.lamudi.com.ph/a-fully-furnished-studio-unit-in-the-beacon-makati-for-lease.html']
213,Splendid 2 Bedroom Flat in Solstice Tower in Circuit Makati For rent Near Ayala,90000.0,2.0,2.0,80.0,Solstice Towers,Makati,['https://www.lamudi.com.ph/splendid-2-bedroom-flat-in-solstice-tower-in-circuit-makati-for-rent-near-ayala.html']
214,For Lease 2 Bedroom in One Rockwell East Makati ,85000.0,2.0,2.0,70.0,One Rockwell,Makati,['https://www.lamudi.com.ph/for-lease-2-bedroom-in-one-rockwell-east-makati-12.html']
215,One Bedroom for Rent One Legaspi Park Makati City,70000.0,1.0,1.0,73.3,One Legazpi Park,Makati,['https://www.lamudi.com.ph/one-bedroom-for-rent-one-legaspi-park-makati-city.html']
216,3 Bedroom Condo Unit in Makati CBD for Rent - The Salcedo Park,120000.0,3.0,4.0,179.0,The Salcedo Park,Makati,['https://www.lamudi.com.ph/3-bedroom-condo-unit-in-makati-cbd-for-rent-the-salcedo-park.html']
217,For Lease 1 Bedroom in Manansala Rockwell Makati ,65000.0,1.0,1.0,71.0,Manansala,Makati,['https://www.lamudi.com.ph/for-lease-1-bedroom-in-manansala-rockwell-makati-15.html']
219,2 Bedroom Hidalgo Rockwell Unit For Rent Narciso Realty,150000.0,2.0,2.0,148.0,Hidalgo Place,Makati,['https://www.lamudi.com.ph/2-bedroom-hidalgo-rockwell-unit-for-rent-narciso-realty.html']
220,Paseo De Roces Fully Furnished 1 Bedroom Unit for Rent,36000.0,1.0,1.0,37.0,Paseo de Roces,Makati,['https://www.lamudi.com.ph/paseo-de-roces-fully-furnished-1-bedroom-unit-for-rent.html']
221,Fully Furnished 1BR For Rent in The Peak Tower Makati - Short Term,35000.0,1.0,1.0,35.0,The Peak Tower,Makati,['https://www.lamudi.com.ph/fully-furnished-1br-for-rent-in-the-peak-tower-makati-short-term.html']
222,"For Lease: Studio, Shang Salcedo Place, Makati City",45000.0,1.0,1.0,36.0,Shang Salcedo Place,Makati,['https://www.lamudi.com.ph/for-lease-studio-shang-salcedo-place-makati-city.html']
223,For Lease 1 Bedroom Fully-Furnished In Manansala Tower,65000.0,1.0,1.0,71.0,The Manansala,Makati,['https://www.lamudi.com.ph/for-lease-1-bedroom-fully-furnished-in-manansala-tower.html']
225,"Studio Unit For Rent at The Columns Legazpi Village, Makati City",28000.0,1.0,1.0,23.0,The Columns Legazpi Village,Makati,['https://www.lamudi.com.ph/studio-unit-for-rent-at-the-columns-legazpi-village-makati-city.html']
226,"Fully Furnished Studio Unit for Rent - Lerato Tower 1, Makati",30000.0,1.0,1.0,30.0,The Lerato,Makati,['https://www.lamudi.com.ph/fully-furnished-studio-unit-for-rent-lerato-tower-1-makati.html']
227,For Lease: 1 Bedroom Unit Fully-furnished in Manansala Tower,64000.0,1.0,1.0,64.0,The Manansala,Makati,['https://www.lamudi.com.ph/for-lease-1-bedroom-unit-fully-furnished-in-manansala-tower.html']
228,Studio Unit at Beacon Tower 1 Makati Chino Roces,25000.0,1.0,1.0,24.8,The Beacon,Makati,['https://www.lamudi.com.ph/studio-unit-at-beacon-tower-1-makati-chino-roces.html']
229,"For Rent: Lerato Tower 2 | One Bedroom Unit | Malugay, Makati City",44000.0,1.0,1.0,56.0,Lerato Tower,Makati,['https://www.lamudi.com.ph/for-rent-lerato-tower-2-one-bedroom-unit-malugay-makati-city.html']
230,1 Bedroom Condominium For Rent in Jazz Residences Bel-Air Makati,21000.0,1.0,1.0,23.47,Jazz Residences,Makati,['https://www.lamudi.com.ph/1-bedroom-condominium-for-rent-in-jazz-residences-bel-air-makati.html']
231,For Lease 3 Bedroom in Luna Gardens Rockwell Makati ,210000.0,3.0,3.0,248.0,Luna Gardens,Makati,['https://www.lamudi.com.ph/for-lease-3-bedroom-in-luna-gardens-rockwell-makati.html']
232,Amorsolo east fully-furnished 2 bedroom w/ 2 parking for lease!!,160000.0,2.0,2.0,161.0,Amorsolo East,Makati,['https://www.lamudi.com.ph/amorsolo-east-fully-furnished-2-bedroom-w-2-parking-for-lease.html']
233,Cozy studio unit across Don Bosco Makati,22000.0,1.0,1.0,23.0,Avida Towers San Lorenzo,Makati,['https://www.lamudi.com.ph/cozy-studio-unit-across-don-bosco-makati-1.html']
234,For Lease 1 Bedroom in Escala Salcedo Makati ,70000.0,1.0,1.0,50.0,Escala Salcedo,Makati,['https://www.lamudi.com.ph/for-lease-1-bedroom-in-escala-salcedo-makati-2.html']
235,27 sqm  Studio Unit With Parking For Rent in Kroma Tower Makati City,30000.0,1.0,1.0,27.0,Kroma Tower,Makati,['https://www.lamudi.com.ph/27-sqm-studio-unit-with-parking-for-rent-in-kroma-tower-makati-city.html']
236,Condo for rent1 bedroomfully furnished at Paseo Parkview at Makati,65000.0,1.0,1.0,75.0,Paseo Parkview Suites,Makati,['https://www.lamudi.com.ph/condo-for-rent1-bedroomfully-furnished-at-paseo-parkview-at-makati.html']
238,"Furnished 3BR with Parking for Rent in Elizabeth Place, Makati",110000.0,3.0,2.0,160.0,Elizabeth Place,Makati,['https://www.lamudi.com.ph/furnished-3br-with-parking-for-rent-in-elizabeth-place-makati.html']
240,Studio for Rent in Paseo De Roces Makati,21000.0,1.0,1.0,25.5,Paseo de Roces,Makati,['https://www.lamudi.com.ph/studio-for-rent-in-paseo-de-roces-makati.html']
241,FOR RENT: Solstice Tower 1 | Two Bedroom with Balcony | Circuit Makati,75000.0,2.0,2.0,80.0,Solstice Tower,Makati,['https://www.lamudi.com.ph/for-rent-solstice-tower-1-two-bedroom-with-balcony-circuit-makati.html']
243,3BR Condo for Rent in Ritz Tower Ayala Avenue Makati City RH19068,150000.0,3.0,4.0,269.0,Ritz Towers,Makati,['https://www.lamudi.com.ph/3br-condo-for-rent-in-ritz-tower-ayala-avenue-makati-city-rh19068.html']
244,The Residences at Greenbelt -Laguna Tower Fully Furnished 2 Bedroom For Rent,120000.0,2.0,2.0,125.0,The Residences at Greenbelt,Makati,['https://www.lamudi.com.ph/the-residences-at-greenbelt-laguna-tower-fully-furnished-2-bedroom-for-rent.html']
245,Fully Furnished Studio Unit for Rent in  The Lerato Tower 2 Makati City,35000.0,1.0,1.0,30.0,The Lerato,Makati,['https://www.lamudi.com.ph/fully-furnished-studio-unit-for-rent-in-the-lerato-tower-2-makati-city.html']
246,Jazz Residences - 2 Bedroom Unit with balcony For Rent in Makati,45000.0,2.0,2.0,53.0,Jazz Residences,Makati,['https://www.lamudi.com.ph/jazz-residences-2-bedroom-unit-with-balcony-for-rent-in-makati.html']
247,"Two Bedroom for Rent in Lincoln, Proscenium Rockwell, Makati, Metro Manila",140000.0,2.0,3.0,118.0,Proscenium at Rockwell,Makati,['https://www.lamudi.com.ph/two-bedroom-for-rent-in-lincoln-proscenium-rockwell-makati-metro-manila.html']
249,For Lease 1 Bedroom in Manansala Rockwell Makati,50000.0,1.0,1.0,63.0,Manansala,Makati,['https://www.lamudi.com.ph/for-lease-1-bedroom-in-manansala-rockwell-makati-16.html']
250,"For Lease: 2-Bedroom, Fully Furnished Unit For 45k In Makati",45000.0,2.0,1.0,38.0,San Lorenzo Place,Makati,['https://www.lamudi.com.ph/for-lease-2-bedroom-fully-furnished-unit-for-45k-in-makati.html']
252,Fully Furnished Studio Unit in Knightsbridge Residence for lease,37000.0,1.0,1.0,34.78,Knightsbridge Residences,Makati,['https://www.lamudi.com.ph/fully-furnished-studio-unit-in-knightsbridge-residence-for-lease.html']
253,"New, FF 2-BR Unit in Brio Tower For Lease 45k",45000.0,2.0,1.0,58.0,Brio Tower,Makati,['https://www.lamudi.com.ph/new-ff-2-br-unit-in-brio-tower-for-lease-45k.html']
254,"Studio Condo Unit for Rent at Amapola Building, Makati City",19800.0,1.0,1.0,36.0,Amapola Apartments,Makati,['https://www.lamudi.com.ph/studio-condo-unit-for-rent-at-amapola-building-makati-city.html']
255,"Fully Furnished 2 Bedroom For Lease in Two Lafayette Square, Salcedo Village",70000.0,2.0,2.0,112.0,,Makati,['https://www.lamudi.com.ph/fully-furnished-2-bedroom-for-lease-in-two-lafayette-square-salcedo-village.html']
256,"For Lease: Fully Furnished 3BR Unit in Le Metropole Condominium, Makati City",100000.0,3.0,3.0,179.0,Le Metropole,Makati,['https://www.lamudi.com.ph/for-lease-fully-furnished-3br-unit-in-le-metropole-condominium-makati-city.html']
258,"For Rent:  3-BR Condo Unit, Edades Tower, Rockwell, Makati (P220,000.00)",220000.0,3.0,3.0,237.0,Edades Tower and Garden Villas,Makati,['https://www.lamudi.com.ph/for-rent-3-br-condo-unit-edades-tower-rockwell-makati-p220-000-00.html']
260,For Lease: Fully Furnished 2BR Unit in One Penn Place Makati - Unit 3002,215000.0,2.0,2.0,231.63,One Penn Place,Makati,['https://www.lamudi.com.ph/for-lease-fully-furnished-2br-unit-in-one-penn-place-makati-unit-3002.html']
261,"For Rent at One Rockwell, Makati City, Metro Manila, Philippines",160000.0,2.0,2.0,120.0,One Rockwell,Makati,['https://www.lamudi.com.ph/for-rent-at-one-rockwell-makati-city-metro-manila-philippines.html']
262,3 Bedroom Rizal Unit For Rent Narciso Realty ,240000.0,3.0,3.0,281.0,Rizal Tower,Makati,['https://www.lamudi.com.ph/3-bedroom-rizal-unit-for-rent-narciso-realty.html']
263,"Fully Furnished Studio Unit For Rent at Paseo de Roces, Makati",28000.0,1.0,1.0,25.5,Paseo de Roces,Makati,['https://www.lamudi.com.ph/fully-furnished-studio-unit-for-rent-at-paseo-de-roces-makati-7.html']
264,1BR Loft type in Greenbelt area for Rent,40000.0,1.0,2.0,60.0,Eton Parkview Greenbelt,Makati,['https://www.lamudi.com.ph/1br-loft-type-in-greenbelt-area-for-rent.html']
265,Kroma Makati 2 Bedroom Corner Unit for Lease,75000.0,2.0,2.0,96.0,Kroma Tower,Makati,['https://www.lamudi.com.ph/kroma-makati-2-bedroom-corner-unit-for-lease.html']
266,1 BR Condo - Bankal – 4120 Mascardo ,41000.0,1.0,1.0,59.0,,Makati,['https://www.lamudi.com.ph/1-br-condo-bankal-4120-mascardo.html']
267,1BR Semi-furnished Unit for Rent at SMDC Air Residences,33000.0,1.0,1.0,26.35,Air Residences,Makati,['https://www.lamudi.com.ph/1br-semi-furnished-unit-for-rent-at-smdc-air-residences-2.html']
268,1 Bedroom Condominium Unit for Rent in The Residences at Greenbelt ,80000.0,1.0,1.0,70.0,The Residences at Greenbelt,Makati,['https://www.lamudi.com.ph/1-bedroom-condominium-unit-for-rent-in-the-residences-at-greenbelt.html']
269,One Central Makati 1 bedroom deluxe unit with 2tb,39000.0,1.0,2.0,47.0,One Central,Makati,['https://www.lamudi.com.ph/one-central-makati-1-bedroom-deluxe-unit-with-2tb.html']
270,"For Lease: Fully Furnished 2BR Unit in Four Seasons Salcedo, Makati - 160sqm",170000.0,2.0,2.0,160.0,Four Seasons,Makati,['https://www.lamudi.com.ph/for-lease-fully-furnished-2br-unit-in-four-seasons-salcedo-makati-160sqm.html']
272,Makati Condo for Rent: 1 Bedroom Furnished in Makati Executive Tower 3,20000.0,1.0,1.0,30.0,Makati Executive Tower 3,Makati,['https://www.lamudi.com.ph/makati-condo-for-rent-1-bedroom-furnished-in-makati-executive-tower-3.html']
274,Uniquely and contemporary interior designed 2BR condo with Makati skyline view,100000.0,2.0,3.0,82.0,Greenbelt Excelsior,Makati,['https://www.lamudi.com.ph/uniquely-and-contemporary-interior-designed-2br-condo-with-makati-skyline-view-1.html']
275,1 BR Condo - Bankal – 4120 Mascardo ,36000.0,1.0,1.0,51.0,,Makati,['https://www.lamudi.com.ph/1-br-condo-bankal-4120-mascardo-1.html']
282,"FOR RENT: Studio Unit Three Central, Makati CBD",38000.0,1.0,1.0,41.1,Three Central,Makati,['https://www.lamudi.com.ph/for-rent-studio-unit-three-central-makati-cbd.html']
301,Laureano de Trevi 1BR furnished unit for rent,30000.0,1.0,1.0,32.0,Laureano Di Trevi,Makati,['https://www.lamudi.com.ph/laureano-de-trevi-1br-furnished-unit-for-rent.html']
303,"FOR RENT: 3BR Discovery Primea, Makati CBD",370000.0,3.0,4.0,382.0,Discovery Primea,Makati,['https://www.lamudi.com.ph/for-rent-3br-discovery-primea-makati-cbd.html']
304,Biggest 2-Bedroom Unit in SM Jazz Residences,55000.0,2.0,1.0,64.0,SM Jazz Residences,Makati,['https://www.lamudi.com.ph/biggest-2-bedroom-unit-in-sm-jazz-residences.html']
305,"For Rent 3BR Penthouse + Den, Fully-Furnished in Ayala Centre Greenbelt Makati",340000.0,3.0,5.0,303.0,The Residences at Greenbelt,Makati,['https://www.lamudi.com.ph/for-rent-3br-penthouse-den-fully-furnished-in-ayala-centre-greenbelt-makati.html']
306,The Residences at Greenbelt 2 bedrooms for Lease,130000.0,2.0,2.0,125.0,The Residences at Greenbelt,Makati,['https://www.lamudi.com.ph/the-residences-at-greenbelt-2-bedrooms-for-lease.html']
308,1BR Semi-Furnished Unit with Balcony at Air Residences Makati ,24500.0,1.0,1.0,26.78,Air Residences,Makati,['https://www.lamudi.com.ph/1br-semi-furnished-unit-with-balcony-at-air-residences-makati.html']
309,Sakura Tower Brand-New 3 Bedroom Fully-Furnished w/ 2 Parking For Lease,200000.0,3.0,2.0,165.0,Proscenium,Makati,['https://www.lamudi.com.ph/sakura-tower-brand-new-3-bedroom-fully-furnished-w-2-parking-for-lease.html']
310,"Kirov Proscenium 3BR for Rent at Makati, Metro Manila",260000.0,3.0,3.0,224.0,Proscenium,Makati,['https://www.lamudi.com.ph/kirov-proscenium-3br-for-rent-at-makati-metro-manila.html']
313,"Spacious 1 Bedroom For Rent in Le Triomphe, Makati",35000.0,1.0,1.0,65.0,Le Triomphe condominium,Makati,['https://www.lamudi.com.ph/spacious-1-bedroom-for-rent-in-le-triomphe-makati.html']
315,"For Lease: 1 br Loft Grand Soho, Makati (Super Affordable!!!)",50000.0,1.0,1.0,54.0,Grand Soho Makati,Makati,['https://www.lamudi.com.ph/for-lease-1-br-loft-grand-soho-makati-super-affordable.html']
316,For Lease: Brand New 3-Bedroom with 2 Parking and Balcony,250000.0,3.0,3.0,238.0,Escala Salcedo,Makati,['https://www.lamudi.com.ph/for-lease-brand-new-3-bedroom-with-2-parking-and-balcony.html']
